"","Sender_account","Receiver_account","Sender_bank_location","Receiver_bank_location","Is_laundering"
"565890",25454716,9958407914,"UK","UK",1
"567835",9232425799,5248724846,"UK","UK",1
"567966",2075545195,2818523910,"UK","UK",1
"568599",3950352859,6634393258,"UK","Germany",1
"568654",7263384547,1219783353,"UK","UK",1
"568861",8263786289,2058371508,"Austria","UK",1
"569180",6073085666,4851883208,"UK","UK",1
"571925",6345198198,5683205660,"UK","Japan",1
"578951",7078200557,2989656913,"UK","Morocco",1
"579115",6073085666,2818523910,"UK","UK",1
"579954",8520806882,2818523910,"UK","UK",1
"581111",6764758598,2420393246,"UK","UK",1
"586088",195640366,5169868360,"UK","UK",1
"587237",5644818249,7921601643,"UK","UK",1
"588141",218429315,5030100545,"UK","UK",1
"590130",5030100545,51935521,"UK","Nigeria",1
"590340",5714240543,7078200557,"UK","UK",1
"593575",1424693007,3338042597,"UK","Austria",1
"598007",6345198198,6576711243,"UK","UK",1
"598312",9183308279,9547790405,"UK","UK",1
"599163",8258031445,2058371508,"UK","UK",1
"599777",4005408078,4851883208,"UK","UK",1
"600586",7608868553,9958407914,"UK","UK",1
"601978",2075545195,4851883208,"UK","UK",1
"602234",1067704948,2058371508,"UK","UK",1
"605016",3001717656,3728787599,"UK","UK",1
"605040",1858089957,2831998808,"UK","UK",1
"605688",4550948935,2020652333,"UK","UAE",1
"606127",2252406159,2933863256,"UK","UK",1
"606929",2239567616,1188070210,"UK","UK",1
"608330",5641495028,6367167630,"UK","UK",1
"611526",2420393246,4965323415,"UK","Turkey",1
"613912",4005408078,5169868360,"UK","UK",1
"616980",5074562068,2058371508,"UK","UK",1
"620443",6123762963,1890155889,"UK","UK",1
"621190",9663399396,2818523910,"UK","UK",1
"622647",4447501051,6765377046,"UK","UK",1
"623729",1763882389,2174002503,"UK","UK",1
"628876",6538540101,6125491345,"UK","UK",1
"633788",6974332253,8060121943,"UK","UK",1
"635210",2793197858,3581961787,"UK","UK",1
"635660",3885905606,5580131854,"UK","UK",1
"635691",4014748430,5004753700,"UK","UAE",1
"641032",1858089957,2933863256,"UK","UK",1
"643240",1661948571,139169477,"UK","UK",1
"643462",9537459071,6708292258,"UK","UK",1
"644134",6916860201,3089018467,"Austria","UK",1
"645266",734194694,2060128523,"UK","UK",1
"646615",6708292258,2458304145,"UK","UK",1
"647731",1424693007,9981610223,"UK","Albania",1
"648606",3557627046,1021972,"UK","UK",1
"649111",9232425799,5339457910,"UK","UK",1
"649578",6621902632,5169868360,"UK","UK",1
"651154",8216851572,2659417884,"UK","UK",1
"651500",7627772980,7027554803,"UK","UK",1
"651839",2527684651,8060121943,"UK","UK",1
"652171",7057555049,4145614637,"UK","UK",1
"653779",2060128523,7123586124,"UK","Nigeria",1
"659107",6016933486,9958407914,"UK","UK",1
"660496",2793197858,3044242719,"UK","UK",1
"661592",8060121943,3836618463,"UK","UK",1
"661749",2774232996,7590592049,"UK","UK",1
"663120",6345198198,1036645791,"UK","France",1
"663161",7169204954,9958407914,"UK","UK",1
"663606",2252406159,4525762763,"UK","UK",1
"663973",2793197858,586679955,"UK","UK",1
"664870",5033361399,2058371508,"UK","UK",1
"664912",660217139,2058371508,"UK","UK",1
"665542",5440899683,2818523910,"UK","UK",1
"666230",8173768999,4851883208,"UK","UK",1
"666885",4971910641,3846677630,"UK","UK",1
"668680",6345198198,9328728280,"UK","UK",1
"669651",3001717656,327091555,"UK","UK",1
"677289",6123762963,5270630718,"UK","Mexico",1
"679465",6637479118,796867886,"UK","UK",1
"680638",2389688527,2058371508,"UK","UK",1
"681597",4447501051,9579354362,"UK","UK",1
"682151",7311377425,9958407914,"UK","UK",1
"683172",6621902632,2818523910,"UK","UK",1
"683303",5047305009,7370342243,"UK","UK",1
"683521",8200413331,9958407914,"UK","UK",1
"683558",2659417884,2342891122,"UK","UK",1
"684174",6345198198,5764915429,"UK","Germany",1
"684579",7378630180,9958407914,"UK","UK",1
"687734",4447501051,3744409213,"UK","UK",1
"688054",2252406159,2831998808,"UK","UK",1
"688426",8060121943,7820495697,"UK","Morocco",1
"689827",3950352859,9363716433,"UK","Spain",1
"690680",7627772980,4455047767,"UK","Albania",1
"695429",4129567731,476800554,"UK","UK",1
"695479",8537288551,710866686,"UK","UAE",1
"695679",6465028610,109313833,"UK","UK",1
"701482",4136537011,8638390457,"UK","UK",1
"705792",7610679320,5169868360,"UK","UK",1
"706711",1021972,3575435324,"UK","Pakistan",1
"709438",1600149721,2098207133,"UK","Nigeria",1
"712247",4971910641,3239906443,"UK","UK",1
"712409",7385355795,115683040,"UK","UK",1
"714402",1858089957,4525762763,"UK","UK",1
"717158",3596030501,1416418992,"UK","UK",1
"718067",5316774430,4361238172,"UK","UK",1
"720959",476800554,8607557718,"UK","UK",1
"725423",3001717656,3095850791,"UK","UK",1
"725483",4971910641,2509459814,"UK","UK",1
"729211",3950352859,3338700065,"UK","Japan",1
"733147",8638390457,1944211977,"UK","Mexico",1
"734800",9353516901,4499824135,"UK","UK",1
"734982",3950352859,369478349,"UK","Germany",1
"736422",4971910641,5708559613,"UK","UK",1
"738355",4447501051,7971887586,"UK","UK",1
"739773",7510608716,100459061,"UK","UK",1
"743994",5004625051,4354586272,"UK","UK",1
"746395",1416418992,4010291811,"UK","UK",1
"747790",2433320986,4821757624,"UK","UK",1
"747869",1600149721,2098207133,"UK","Nigeria",1
"752743",3950352859,4018210228,"UK","India",1
"754987",4971910641,9684406331,"UK","UK",1
"756324",149944640,1345900627,"UK","UK",1
"756859",948557241,2058371508,"UK","UK",1
"759263",8285407168,6946032382,"UK","Turkey",1
"759571",9183308279,3979001359,"UK","UK",1
"763020",8173768999,2818523910,"UK","UK",1
"763226",5248724846,2342891122,"UK","UK",1
"763983",8537288551,9516952084,"UK","Mexico",1
"764624",8618176711,4464133794,"UK","UK",1
"770618",4821757624,6215178345,"UK","UAE",1
"772712",4705053591,2058371508,"UK","UK",1
"773180",5004625051,4354586272,"UK","UK",1
"773230",3651814546,9273258089,"UK","Austria",1
"776714",3950352859,5454032169,"UK","Pakistan",1
"777297",401330285,2058371508,"UK","UK",1
"777659",878458259,194928445,"UK","UK",1
"778663",2820805407,1873312167,"UK","UAE",1
"780534",9039181033,6726922016,"UK","UK",1
"787501",8197072010,2935036107,"UK","Turkey",1
"790033",8537288551,7005769824,"UK","Nigeria",1
"790716",2843630248,2052901594,"UK","UK",1
"791347",1600149721,2098207133,"UK","Nigeria",1
"792632",6988324584,5336032152,"UK","Turkey",1
"793875",115683040,8355337252,"UK","UK",1
"794271",9414313929,3486992928,"UK","UK",1
"797480",1600149721,2098207133,"UK","Nigeria",1
"799430",3651814546,9273258089,"UK","Austria",1
"799882",5358114791,1757764863,"India","UK",1
"800553",5316774430,4361238172,"UK","UK",1
"801002",9050785104,7802968210,"UK","UK",1
"803346",8722719854,8476445753,"UK","UK",1
"804822",1600149721,2098207133,"UK","Nigeria",1
"804947",8537288551,975871064,"UK","Pakistan",1
"806012",7974678005,1757764863,"UK","UK",1
"810070",5008453588,4377882567,"UK","UK",1
"810095",5004625051,4354586272,"UK","UK",1
"811417",1813079910,7417137272,"UK","Morocco",1
"812892",7126377043,1813079910,"UK","UK",1
"813423",9953594289,9050785104,"UK","UK",1
"815966",8849558846,9108447968,"UK","France",1
"817090",4447501051,8433208246,"UK","UK",1
"822639",2820805407,1873312167,"UK","UAE",1
"823854",8684916519,5336032152,"UK","Turkey",1
"824253",808822435,6833938792,"UK","UK",1
"826454",5641495028,2002565690,"UK","UK",1
"828936",3119048320,6833938792,"UK","UK",1
"829576",7590592049,8891878216,"UK","UK",1
"829815",2820805407,1873312167,"UK","UAE",1
"830063",1600149721,2098207133,"UK","Nigeria",1
"830622",3950352859,1574251475,"UK","Italy",1
"831118",1926054413,5336032152,"UAE","Turkey",1
"836189",3651814546,9273258089,"UK","Austria",1
"838782",2820805407,1873312167,"UK","UAE",1
"841552",4767587845,1716691725,"UK","India",1
"842433",5008453588,4377882567,"UK","UK",1
"842713",7635655629,6985374793,"UK","UK",1
"843198",1552291084,1757764863,"UK","UK",1
"844974",6345198198,8576546352,"UK","Japan",1
"845559",2448186727,3831299146,"UK","UK",1
"846170",9684406331,9814570694,"UK","UK",1
"846972",4382775538,5994566241,"Switzerland","UK",1
"849016",1083896690,5752354348,"UK","UK",1
"849552",6726922016,1687567916,"UK","Albania",1
"850688",2185766681,3069219077,"UK","UK",1
"851171",1159461451,7078200557,"UK","UK",1
"852118",5525078218,3180939545,"UK","UK",1
"854018",4865074383,8417752885,"UK","UK",1
"855394",3950352859,3305794289,"UK","Italy",1
"855823",8417752885,5320735806,"UK","UAE",1
"858489",4197215987,7510608716,"UK","UK",1
"858568",8291795656,23039938,"UK","UK",1
"860672",6770601554,6128626942,"UK","Nigeria",1
"862992",7078200557,2278896409,"UK","Nigeria",1
"866090",7247799247,476800554,"UK","UK",1
"866929",7989888688,9562274039,"UK","UK",1
"866996",6637479118,2174002503,"UK","UK",1
"868149",4447501051,5216039259,"UK","UK",1
"869565",5017378989,1757764863,"Japan","UK",1
"870143",5008453588,4377882567,"UK","UK",1
"870306",476800554,9899077221,"UK","Austria",1
"872685",8197072010,7656126612,"UK","Albania",1
"873001",1600149721,2098207133,"UK","Nigeria",1
"873074",3831299146,7200108252,"UK","UK",1
"874075",4447501051,7571328297,"UK","Turkey",1
"874408",2820805407,1873312167,"UK","UAE",1
"876096",9572566560,6985374793,"UK","UK",1
"877372",5638493225,6708292258,"UK","UK",1
"877723",9222076750,9517922369,"UK","UK",1
"877734",3226909844,2443617213,"UK","Japan",1
"879273",8602963830,8638390457,"UK","UK",1
"879816",2889112657,9108447968,"UK","France",1
"884003",9303470721,5336032152,"UK","Turkey",1
"884327",9562274039,1634056830,"UK","Morocco",1
"888632",3180939545,8122679649,"UK","Nigeria",1
"889017",1600149721,2098207133,"UK","Nigeria",1
"889439",4551306098,9101431692,"UK","Pakistan",1
"890388",9327083401,2531548770,"Nigeria","Albania",1
"890437",2820805407,1873312167,"UK","UAE",1
"890856",2820805407,1873312167,"UK","UAE",1
"892644",23039938,3029265953,"UK","UK",1
"895329",3271932481,4389686935,"UK","UK",1
"897357",5008453588,4377882567,"UK","UK",1
"897366",2305137294,5336032152,"UK","Turkey",1
"899799",5316774430,4361238172,"UK","UK",1
"900130",6637479118,3635240194,"UK","UK",1
"900764",5561906489,9517922369,"UK","UK",1
"903826",3912741326,1757764863,"Morocco","UK",1
"906222",2185766681,3069219077,"UK","UK",1
"907101",4183388700,1757764863,"UK","UK",1
"907517",5004625051,4354586272,"UK","UK",1
"908634",1600149721,2098207133,"UK","Nigeria",1
"910746",6770601554,6128626942,"UK","Nigeria",1
"913355",6708292258,1582827634,"UK","Turkey",1
"915010",5234066763,6985374793,"UK","UK",1
"915683",1666621360,6644790956,"UK","UK",1
"918355",6770601554,6128626942,"UK","Nigeria",1
"919901",9227078657,6833938792,"UK","UK",1
"921753",3651814546,9273258089,"UK","Austria",1
"922114",4734287837,9101431692,"UK","Pakistan",1
"922131",4525762763,4527536853,"UK","Japan",1
"926109",4775429005,8589177742,"Mexico","UK",1
"927189",4437097524,2455547809,"UK","UK",1
"927582",3226909844,3371937981,"UK","UK",1
"927854",4382775538,8589177742,"Switzerland","UK",1
"928209",1763882389,796867886,"UK","UK",1
"929088",5744326497,2248766608,"UK","UK",1
"930218",8638390457,5883261551,"UK","UK",1
"930612",6854382721,9214218788,"UK","Morocco",1
"934161",5004625051,4354586272,"UK","UK",1
"935916",1239830563,2531548770,"UK","Albania",1
"936316",9414313929,9155423127,"UK","UK",1
"939833",4525762763,4741779159,"UK","UK",1
"940140",6782900590,6854382721,"UK","UK",1
"940767",5708559613,697079461,"UK","UK",1
"942937",9725749581,5336032152,"UK","Turkey",1
"944850",9755164711,1757764863,"UK","UK",1
"947799",8200561643,6644790956,"UK","UK",1
"947860",9034104655,5046753153,"UK","UK",1
"948054",5008453588,4377882567,"UK","UK",1
"949841",5004563868,6726922016,"UK","UK",1
"950851",8197072010,148759130,"UK","Pakistan",1
"951657",7306244678,2342891122,"UK","UK",1
"952767",3651814546,9273258089,"UK","Austria",1
"955954",9535978386,9517922369,"UK","UK",1
"956992",8298331748,1792169085,"UK","UK",1
"957625",5616726077,8430816457,"UK","UK",1
"957973",4775429005,9921473802,"Mexico","UK",1
"958492",5316774430,4361238172,"UK","UK",1
"958922",676384195,2154311031,"UK","UK",1
"959799",3524470825,3682462176,"UK","UK",1
"960041",3226909844,6215520259,"UK","UK",1
"962549",7796306006,1757764863,"UK","UK",1
"962972",582901738,6985374793,"Spain","UK",1
"963149",1509134836,1665774528,"India","UK",1
"963533",9380493823,9243465979,"UK","Pakistan",1
"963930",5004625051,4354586272,"UK","UK",1
"964597",5874519393,2248766608,"UAE","UK",1
"965720",4382775538,390559734,"Switzerland","UK",1
"968478",9624361621,4331748190,"UK","UK",1
"969012",1233589069,9108447968,"UK","France",1
"970051",6498511324,3990508657,"UK","UK",1
"970337",1285588849,2531548770,"UK","Albania",1
"970469",3846677630,8730176249,"UK","UK",1
"970868",6511806358,9965419082,"UK","UK",1
"973265",2065685062,5336032152,"UK","Turkey",1
"973778",4437097524,2455547809,"UK","UK",1
"974906",3393308952,5046753153,"Germany","UK",1
"975458",3862783883,9380493823,"UK","UK",1
"975662",1184607529,6579176482,"UK","Germany",1
"975894",4518243190,6833938792,"UK","UK",1
"976448",6107475762,8430816457,"UK","UK",1
"976937",2185766681,3069219077,"UK","UK",1
"977250",8285407168,7212934775,"UK","UK",1
"977523",7993303298,9101431692,"UK","Pakistan",1
"977670",727716979,9127526246,"UK","UK",1
"977838",6770601554,6128626942,"UK","Nigeria",1
"979592",5008453588,4377882567,"UK","UK",1
"980439",8660073261,3790148325,"Spain","UK",1
"981051",8285407168,5468996675,"UK","UK",1
"981634",8856680971,7248487713,"UK","UK",1
"982371",9036440190,5336032152,"UK","Turkey",1
"983642",4114041356,1940500748,"UK","UK",1
"985610",5708559613,9032125949,"UK","UK",1
"985749",6874790878,9304462035,"UK","UK",1
"986317",9488075004,9108447968,"UK","France",1
"989393",2995605752,1757764863,"UK","UK",1
"990229",4081706456,5046753153,"UK","UK",1
"990595",6770601554,6128626942,"UK","Nigeria",1
"992303",297935499,1665774528,"UK","UK",1
"992384",5762331797,2248766608,"UK","UK",1
"992513",5004625051,4354586272,"UK","UK",1
"993146",4382775538,9921473802,"Switzerland","UK",1
"993766",5920895832,563418334,"UK","UK",1
"993864",5008453588,4377882567,"UK","UK",1
"994145",9939335199,9101431692,"UK","Pakistan",1
"999536",9624361621,4331748190,"UK","UK",1
"1001768",5316774430,4361238172,"UK","UK",1
"1002585",8197072010,1170109023,"UK","Morocco",1
"1005201",3239906443,9148149897,"UK","UK",1
"1005221",3226909844,6855998229,"UK","UK",1
"1005541",6753953681,6985374793,"UK","UK",1
"1005753",4851883208,1541721227,"UK","UK",1
"1008337",9624361621,4331748190,"UK","UK",1
"1009175",727716979,2342891122,"UK","UK",1
"1010877",8197072010,9461146315,"UK","Austria",1
"1011381",9700230961,2531548770,"UK","Albania",1
"1011451",9297695781,9517922369,"UK","UK",1
"1013382",8856680971,7248487713,"UK","UK",1
"1013583",5166051713,4007288126,"UK","UK",1
"1013921",6568147162,5336032152,"UK","Turkey",1
"1015870",9624361621,4331748190,"UK","UK",1
"1019391",1819824199,3302760648,"UK","UK",1
"1020435",4114041356,1940500748,"UK","UK",1
"1020779",1062641900,3790148325,"UK","UK",1
"1021491",4747144118,1111368692,"UK","UK",1
"1021585",5004625051,4354586272,"UK","UK",1
"1023175",9285136661,1757764863,"UK","UK",1
"1023668",3316762002,6985374793,"UK","UK",1
"1023946",1171771003,2248766608,"UK","UK",1
"1024174",9233324207,9108447968,"UK","France",1
"1024686",9965419082,2585012272,"UK","Morocco",1
"1025391",6486848760,9517922369,"France","UK",1
"1025736",8856680971,7248487713,"UK","UK",1
"1026013",2185766681,3069219077,"UK","UK",1
"1026142",523567863,3682462176,"UK","UK",1
"1028107",6164152557,5046753153,"UK","UK",1
"1029162",4814657412,7856837871,"UK","UK",1
"1035150",2354611546,2154311031,"UK","UK",1
"1036697",5102725210,1665774528,"UK","UK",1
"1037435",6726922016,8522900987,"UK","Switzerland",1
"1037457",5169868360,1541721227,"UK","UK",1
"1037561",207936746,4910654618,"UK","UK",1
"1039839",1792169085,2678131952,"UK","Morocco",1
"1040193",5849180756,2531548770,"UK","Albania",1
"1040461",1173553473,9101431692,"UK","Pakistan",1
"1041259",5404248534,6644790956,"UK","UK",1
"1043714",3106767697,6985374793,"UK","UK",1
"1045855",4437097524,2455547809,"UK","UK",1
"1045973",3596394670,1665774528,"UK","UK",1
"1047774",7335976595,9108447968,"UK","France",1
"1048014",4253533793,2248766608,"UK","UK",1
"1049681",1184607529,4152874682,"UK","Netherlands",1
"1051725",4354979552,1137368237,"UK","UK",1
"1053970",9382188772,8260022683,"UK","Switzerland",1
"1055327",6499550690,9772254154,"UK","UK",1
"1056173",6215520259,5440639315,"UK","UK",1
"1056732",6901503920,9257052636,"UK","UK",1
"1057559",8532147098,9517922369,"UK","UK",1
"1058457",8856680971,7248487713,"UK","UK",1
"1061191",2369124408,2531548770,"UK","Albania",1
"1061714",6066718570,4007288126,"UK","UK",1
"1062687",348203318,7856837871,"UK","UK",1
"1063164",9624361621,4331748190,"UK","UK",1
"1065451",4775429005,7523001726,"Mexico","UK",1
"1065543",6215520259,9654756131,"UK","UK",1
"1065647",207936746,6005601754,"UK","UK",1
"1066764",930766233,9101431692,"UK","Pakistan",1
"1069113",4775429005,5994566241,"Mexico","UK",1
"1070394",9390422869,6644790956,"UK","UK",1
"1070532",3302760648,6165296936,"UK","Albania",1
"1072268",7846430104,5046753153,"UK","UK",1
"1073328",9624361621,4331748190,"UK","UK",1
"1073597",5169092003,9517922369,"UK","UK",1
"1074258",6833938792,4076539723,"UK","Italy",1
"1075645",3480556018,7922655699,"UK","UK",1
"1076292",1111368692,9983774623,"UK","UK",1
"1077765",1870550256,9772254154,"UK","UK",1
"1078482",4382775538,7523001726,"Switzerland","UK",1
"1081388",207936746,3185354435,"UK","UK",1
"1082546",4354979552,1137368237,"UK","UK",1
"1082709",4437097524,2455547809,"UK","UK",1
"1083393",5986714272,5046753153,"UK","UK",1
"1083701",2281960924,9658846243,"UK","UK",1
"1088889",2933863256,4741779159,"UK","UK",1
"1093056",8668041009,9108447968,"UAE","France",1
"1093671",7798979163,2531548770,"UK","Albania",1
"1094022",8561558553,6498511324,"UK","UK",1
"1095276",6855998229,3122061965,"UK","UK",1
"1095411",9773822604,7067082284,"UK","UK",1
"1096646",7526239970,7856837871,"UK","UK",1
"1097836",8538447147,6644790956,"UK","UK",1
"1097922",6874790878,9304462035,"UK","UK",1
"1098679",8856680971,7248487713,"UK","UK",1
"1100862",8195927704,2154311031,"UK","UK",1
"1103600",6630556764,9101431692,"UK","Pakistan",1
"1103696",1751907169,4007288126,"UK","UK",1
"1104779",6606864787,1665774528,"UK","UK",1
"1106037",9624361621,4331748190,"UK","UK",1
"1106537",2760955571,8430816457,"UK","UK",1
"1107739",8856680971,7248487713,"UK","UK",1
"1108254",1253336976,8371675450,"UK","Pakistan",1
"1108346",6874790878,9304462035,"UK","UK",1
"1108533",3187084517,8846937355,"UK","UK",1
"1109660",5072105547,9517922369,"UK","UK",1
"1109663",5095505244,1361429930,"UK","UK",1
"1111408",4503049074,2817594182,"UK","UK",1
"1111487",1160754375,4049086988,"UK","UK",1
"1112040",3508358756,4597902876,"UK","UK",1
"1114020",4354979552,1137368237,"UK","UK",1
"1114088",3215318479,6855482173,"UK","UK",1
"1117622",5874431519,2531548770,"UK","Albania",1
"1117799",1999169946,3140946181,"Italy","UK",1
"1118276",6362116055,2248766608,"UK","UK",1
